"user_id","payment_month","first_payment_month","last_payment_month","new_paid_users","churned_users","total_revenue","revenue_metrics","users_metrics","new_mrr","churned_revenue","back_from_churn_revenue","back_from_churn_users","exprension_mrr","contraction_mrr","game_name","language","has_older_device_model","language"
B4tGKx0IrkPGAUEnO6mMNA==,2022-11-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,2022-12-01 00:00:00.000 +0200,B4tGKx0IrkPGAUEnO6mMNA==,,55.08,new mrr,new_paid_users,55.08,,,,,,game 3,uk,false,uk
B4tGKx0IrkPGAUEnO6mMNA==,2022-12-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,2022-12-01 00:00:00.000 +0200,,B4tGKx0IrkPGAUEnO6mMNA==,14.37,churned revenue,churned_users,,14.37,,,,-40.71,game 3,uk,false,uk
b6lW5fOrJiJUE7dwhEp9VQ==,2022-05-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,b6lW5fOrJiJUE7dwhEp9VQ==,,94.11,new mrr,new_paid_users,94.11,,,,,,game 3,ru,false,ru
b6lW5fOrJiJUE7dwhEp9VQ==,2022-06-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,41.07,contraction_mr,,,,,,,-53.04,game 3,ru,false,ru
b6lW5fOrJiJUE7dwhEp9VQ==,2022-07-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,15.21,contraction_mr,,,,,,,-25.86,game 3,ru,false,ru
b6lW5fOrJiJUE7dwhEp9VQ==,2022-08-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,73.38,exprension_mrr,,,,,,58.17,,game 3,ru,false,ru
b6lW5fOrJiJUE7dwhEp9VQ==,2022-09-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,18.24,contraction_mr,,,,,,,-55.14,game 3,ru,false,ru
b6lW5fOrJiJUE7dwhEp9VQ==,2022-10-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,46.20,exprension_mrr,,,,,,27.96,,game 3,ru,false,ru
b6lW5fOrJiJUE7dwhEp9VQ==,2022-11-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,102.18,exprension_mrr,,,,,,55.98,,game 3,ru,false,ru
b6lW5fOrJiJUE7dwhEp9VQ==,2022-12-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,b6lW5fOrJiJUE7dwhEp9VQ==,42.21,churned revenue,churned_users,,42.21,,,,-59.97,game 3,ru,false,ru
B7ziVc7jLVg/+snNIp3hLQ==,2022-07-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,B7ziVc7jLVg/+snNIp3hLQ==,B7ziVc7jLVg/+snNIp3hLQ==,13.71,new mrr,new_paid_users,13.71,13.71,,,,,game 3,uk,false,uk
b85g/xLxpBpMH/joxym4fA==,2022-11-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,b85g/xLxpBpMH/joxym4fA==,b85g/xLxpBpMH/joxym4fA==,26.94,new mrr,new_paid_users,26.94,26.94,,,,,game 3,uk,false,uk
B8zuTsAC2iJ98u2nlv/fUw==,2022-05-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,B8zuTsAC2iJ98u2nlv/fUw==,B8zuTsAC2iJ98u2nlv/fUw==,39.96,new mrr,new_paid_users,39.96,39.96,,,,,game 3,uk,true,uk
B8zuTsAC2iJ98u2nlv/fUw==,2022-10-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,,B8zuTsAC2iJ98u2nlv/fUw==,56.28,churned revenue,churned_users,,56.28,56.28,B8zuTsAC2iJ98u2nlv/fUw==,,,game 3,uk,true,uk
BbnuW+2kIgxo7dxg5BBIeQ==,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,BbnuW+2kIgxo7dxg5BBIeQ==,,37.08,new mrr,new_paid_users,37.08,,,,,,game 3,ru,false,ru
BbnuW+2kIgxo7dxg5BBIeQ==,2022-11-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,53.07,exprension_mrr,,,,,,15.99,,game 3,ru,false,ru
BbnuW+2kIgxo7dxg5BBIeQ==,2022-12-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,BbnuW+2kIgxo7dxg5BBIeQ==,121.41,churned revenue,churned_users,,121.41,,,68.34,,game 3,ru,false,ru
bBOj8UKjraXzMIPrGBdCrQ==,2022-08-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,bBOj8UKjraXzMIPrGBdCrQ==,,27.60,new mrr,new_paid_users,27.60,,,,,,game 3,uk,false,uk
bBOj8UKjraXzMIPrGBdCrQ==,2022-09-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,29.07,exprension_mrr,,,,,,1.47,,game 3,uk,false,uk
bBOj8UKjraXzMIPrGBdCrQ==,2022-10-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,12.21,contraction_mr,,,,,,,-16.86,game 3,uk,false,uk
bBOj8UKjraXzMIPrGBdCrQ==,2022-11-01 00:00:00.000 +0200,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,15.69,exprension_mrr,,,,,,3.48,,game 3,uk,false,uk
bBOj8UKjraXzMIPrGBdCrQ==,2022-12-01 00:00:00.000 +0200,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,bBOj8UKjraXzMIPrGBdCrQ==,39.48,churned revenue,churned_users,,39.48,,,23.79,,game 3,uk,false,uk
Bcs3CbYx2EpbL9otxlEUmg==,2022-03-01 00:00:00.000 +0200,2022-03-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,Bcs3CbYx2EpbL9otxlEUmg==,Bcs3CbYx2EpbL9otxlEUmg==,89.22,new mrr,new_paid_users,89.22,89.22,,,,,game 3,uk,true,uk
Bcs3CbYx2EpbL9otxlEUmg==,2022-05-01 00:00:00.000 +0300,2022-03-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,,,30.72,,back_from_churn_users,,,30.72,Bcs3CbYx2EpbL9otxlEUmg==,,,game 3,uk,true,uk
Bcs3CbYx2EpbL9otxlEUmg==,2022-06-01 00:00:00.000 +0300,2022-03-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,,,31.38,exprension_mrr,,,,,,0.66,,game 3,uk,true,uk
Bcs3CbYx2EpbL9otxlEUmg==,2022-07-01 00:00:00.000 +0300,2022-03-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,,,106.59,exprension_mrr,,,,,,75.21,,game 3,uk,true,uk
Bcs3CbYx2EpbL9otxlEUmg==,2022-08-01 00:00:00.000 +0300,2022-03-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,,,73.38,contraction_mr,,,,,,,-33.21,game 3,uk,true,uk
Bcs3CbYx2EpbL9otxlEUmg==,2022-09-01 00:00:00.000 +0300,2022-03-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,,,76.02,exprension_mrr,,,,,,2.64,,game 3,uk,true,uk
Bcs3CbYx2EpbL9otxlEUmg==,2022-10-01 00:00:00.000 +0300,2022-03-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,,Bcs3CbYx2EpbL9otxlEUmg==,96.84,churned revenue,churned_users,,96.84,,,20.82,,game 3,uk,true,uk
BDvlXttM/hbupcLic+5ZWg==,2022-05-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,BDvlXttM/hbupcLic+5ZWg==,,12.93,new mrr,new_paid_users,12.93,,,,,,game 3,uk,false,uk
BDvlXttM/hbupcLic+5ZWg==,2022-06-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,BDvlXttM/hbupcLic+5ZWg==,46.53,churned revenue,churned_users,,46.53,,,33.60,,game 3,uk,false,uk
BDvlXttM/hbupcLic+5ZWg==,2022-08-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,13.59,,back_from_churn_users,,,13.59,BDvlXttM/hbupcLic+5ZWg==,,,game 3,uk,false,uk
BDvlXttM/hbupcLic+5ZWg==,2022-09-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,41.55,exprension_mrr,,,,,,27.96,,game 3,uk,false,uk
BDvlXttM/hbupcLic+5ZWg==,2022-10-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,12.9,contraction_mr,,,,,,,-28.65,game 3,uk,false,uk
BDvlXttM/hbupcLic+5ZWg==,2022-11-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,58.98,exprension_mrr,,,,,,46.08,,game 3,uk,false,uk
BDvlXttM/hbupcLic+5ZWg==,2022-12-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,BDvlXttM/hbupcLic+5ZWg==,13.5,churned revenue,churned_users,,13.5,,,,-45.48,game 3,uk,false,uk
BE42Fj9cBAbbch80IpA8Dw==,2022-09-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,BE42Fj9cBAbbch80IpA8Dw==,,15.57,new mrr,new_paid_users,15.57,,,,,,game 3,uk,false,uk
BE42Fj9cBAbbch80IpA8Dw==,2022-10-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,,,47.22,exprension_mrr,,,,,,31.65,,game 3,uk,false,uk
BE42Fj9cBAbbch80IpA8Dw==,2022-11-01 00:00:00.000 +0200,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,,BE42Fj9cBAbbch80IpA8Dw==,53.52,churned revenue,churned_users,,53.52,,,6.30,,game 3,uk,false,uk
bF11PeUgiQ6ebhHTaDNDJA==,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,bF11PeUgiQ6ebhHTaDNDJA==,bF11PeUgiQ6ebhHTaDNDJA==,18.78,new mrr,new_paid_users,18.78,18.78,,,,,game 3,ru,false,ru
BH4aptg763J0WNnw0OS9hw==,2022-07-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,BH4aptg763J0WNnw0OS9hw==,BH4aptg763J0WNnw0OS9hw==,15.21,new mrr,new_paid_users,15.21,15.21,,,,,game 3,ru,false,ru
BJlqmsfEshc/QjsD7VgEjg==,2022-04-01 00:00:00.000 +0300,2022-04-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,BJlqmsfEshc/QjsD7VgEjg==,BJlqmsfEshc/QjsD7VgEjg==,30.66,new mrr,new_paid_users,30.66,30.66,,,,,game 3,ru,false,ru
BJlqmsfEshc/QjsD7VgEjg==,2022-06-01 00:00:00.000 +0300,2022-04-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,,BJlqmsfEshc/QjsD7VgEjg==,113.76,churned revenue,churned_users,,113.76,113.76,BJlqmsfEshc/QjsD7VgEjg==,,,game 3,ru,false,ru
BJlqmsfEshc/QjsD7VgEjg==,2022-09-01 00:00:00.000 +0300,2022-04-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,,BJlqmsfEshc/QjsD7VgEjg==,21.51,churned revenue,churned_users,,21.51,21.51,BJlqmsfEshc/QjsD7VgEjg==,,,game 3,ru,false,ru
BLnx9pj0y+SVkckLR/01qw==,2022-09-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,BLnx9pj0y+SVkckLR/01qw==,,41.55,new mrr,new_paid_users,41.55,,,,,,game 3,uk,false,uk
BLnx9pj0y+SVkckLR/01qw==,2022-10-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,85.20,exprension_mrr,,,,,,43.65,,game 3,uk,false,uk
BLnx9pj0y+SVkckLR/01qw==,2022-11-01 00:00:00.000 +0200,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,43.92,contraction_mr,,,,,,,-41.28,game 3,uk,false,uk
BLnx9pj0y+SVkckLR/01qw==,2022-12-01 00:00:00.000 +0200,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,BLnx9pj0y+SVkckLR/01qw==,14.37,churned revenue,churned_users,,14.37,,,,-29.55,game 3,uk,false,uk
BOcGlFXXESDUbttxDzQIQw==,2022-08-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,BOcGlFXXESDUbttxDzQIQw==,,88.29,new mrr,new_paid_users,88.29,,,,,,game 3,uk,false,uk
BOcGlFXXESDUbttxDzQIQw==,2022-09-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,99.45,exprension_mrr,,,,,,11.16,,game 3,uk,false,uk
BOcGlFXXESDUbttxDzQIQw==,2022-10-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,58.14,contraction_mr,,,,,,,-41.31,game 3,uk,false,uk
BOcGlFXXESDUbttxDzQIQw==,2022-11-01 00:00:00.000 +0200,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,27.42,contraction_mr,,,,,,,-30.72,game 3,uk,false,uk
BOcGlFXXESDUbttxDzQIQw==,2022-12-01 00:00:00.000 +0200,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,BOcGlFXXESDUbttxDzQIQw==,16.89,churned revenue,churned_users,,16.89,,,,-10.53,game 3,uk,false,uk
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-05-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,BTD3ZjLKfkT6ZRBT9zRwtg==,,65.73,new mrr,new_paid_users,65.73,,,,,,game 3,uk,true,uk
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-06-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,46.20,contraction_mr,,,,,,,-19.53,game 3,uk,true,uk
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-07-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,12.9,contraction_mr,,,,,,,-33.30,game 3,uk,true,uk
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-08-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,BTD3ZjLKfkT6ZRBT9zRwtg==,35.79,churned revenue,churned_users,,35.79,,,22.89,,game 3,uk,true,uk
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-10-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,27.00,,back_from_churn_users,,,27.00,BTD3ZjLKfkT6ZRBT9zRwtg==,,,game 3,uk,true,uk
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-11-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,49.92,exprension_mrr,,,,,,22.92,,game 3,uk,true,uk
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-12-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,BTD3ZjLKfkT6ZRBT9zRwtg==,27.42,churned revenue,churned_users,,27.42,,,,-22.50,game 3,uk,true,uk
bZDMuXKM3RFajmZa/yIpsw==,2022-09-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,bZDMuXKM3RFajmZa/yIpsw==,,14.55,new mrr,new_paid_users,14.55,,,,,,game 3,uk,false,uk
bZDMuXKM3RFajmZa/yIpsw==,2022-10-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,bZDMuXKM3RFajmZa/yIpsw==,91.83,churned revenue,churned_users,,91.83,,,77.28,,game 3,uk,false,uk
bZDMuXKM3RFajmZa/yIpsw==,2022-12-01 00:00:00.000 +0200,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,bZDMuXKM3RFajmZa/yIpsw==,80.58,churned revenue,churned_users,,80.58,80.58,bZDMuXKM3RFajmZa/yIpsw==,,,game 3,uk,false,uk
c5qsNfxhW80Ws3aBXDa1nA==,2022-08-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,c5qsNfxhW80Ws3aBXDa1nA==,,15.78,new mrr,new_paid_users,15.78,,,,,,game 3,uk,false,uk
c5qsNfxhW80Ws3aBXDa1nA==,2022-09-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,71.82,exprension_mrr,,,,,,56.04,,game 3,uk,false,uk
c5qsNfxhW80Ws3aBXDa1nA==,2022-10-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,83.16,exprension_mrr,,,,,,11.34,,game 3,uk,false,uk
c5qsNfxhW80Ws3aBXDa1nA==,2022-11-01 00:00:00.000 +0200,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,26.16,contraction_mr,,,,,,,-57.00,game 3,uk,false,uk
c5qsNfxhW80Ws3aBXDa1nA==,2022-12-01 00:00:00.000 +0200,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,c5qsNfxhW80Ws3aBXDa1nA==,14.28,churned revenue,churned_users,,14.28,,,,-11.88,game 3,uk,false,uk
C6w5XTf8lIfc+VFmC7/bVw==,2022-07-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,C6w5XTf8lIfc+VFmC7/bVw==,C6w5XTf8lIfc+VFmC7/bVw==,14.25,new mrr,new_paid_users,14.25,14.25,,,,,game 3,uk,false,uk
C6w5XTf8lIfc+VFmC7/bVw==,2022-11-01 00:00:00.000 +0200,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,29.22,,back_from_churn_users,,,29.22,C6w5XTf8lIfc+VFmC7/bVw==,,,game 3,uk,false,uk
C6w5XTf8lIfc+VFmC7/bVw==,2022-12-01 00:00:00.000 +0200,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,C6w5XTf8lIfc+VFmC7/bVw==,25.83,churned revenue,churned_users,,25.83,,,,-3.39,game 3,uk,false,uk
Cabfx2Uhcg6oOXYHLUa+rg==,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,Cabfx2Uhcg6oOXYHLUa+rg==,Cabfx2Uhcg6oOXYHLUa+rg==,18.84,new mrr,new_paid_users,18.84,18.84,,,,,game 3,uk,true,uk
CCwTMcGtpirFFuqzSeTyaQ==,2022-03-01 00:00:00.000 +0200,2022-03-01 00:00:00.000 +0200,2022-04-01 00:00:00.000 +0300,CCwTMcGtpirFFuqzSeTyaQ==,,15.84,new mrr,new_paid_users,15.84,,,,,,game 3,uk,false,uk
CCwTMcGtpirFFuqzSeTyaQ==,2022-04-01 00:00:00.000 +0300,2022-03-01 00:00:00.000 +0200,2022-04-01 00:00:00.000 +0300,,CCwTMcGtpirFFuqzSeTyaQ==,20.76,churned revenue,churned_users,,20.76,,,4.92,,game 3,uk,false,uk
cDaRA0l0GtU4VtTO/DSe1g==,2022-11-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,cDaRA0l0GtU4VtTO/DSe1g==,cDaRA0l0GtU4VtTO/DSe1g==,33.33,new mrr,new_paid_users,33.33,33.33,,,,,game 3,uk,false,uk
cf1ykPUohKTUjtI6cAMhVw==,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,cf1ykPUohKTUjtI6cAMhVw==,cf1ykPUohKTUjtI6cAMhVw==,12.24,new mrr,new_paid_users,12.24,12.24,,,,,game 2,ru,true,ru
cf5XFmP0Lfqw6irFBYfWwQ==,2022-11-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,2022-12-01 00:00:00.000 +0200,cf5XFmP0Lfqw6irFBYfWwQ==,,32.25,new mrr,new_paid_users,32.25,,,,,,game 3,uk,false,uk
cf5XFmP0Lfqw6irFBYfWwQ==,2022-12-01 00:00:00.000 +0200,2022-11-01 00:00:00.000 +0200,2022-12-01 00:00:00.000 +0200,,cf5XFmP0Lfqw6irFBYfWwQ==,21.03,churned revenue,churned_users,,21.03,,,,-11.22,game 3,uk,false,uk
CfgvA7ntuRJL/qdscwgMVw==,2022-09-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,CfgvA7ntuRJL/qdscwgMVw==,CfgvA7ntuRJL/qdscwgMVw==,43.83,new mrr,new_paid_users,43.83,43.83,,,,,game 3,ru,false,ru
CfgvA7ntuRJL/qdscwgMVw==,2022-11-01 00:00:00.000 +0200,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,56.40,,back_from_churn_users,,,56.40,CfgvA7ntuRJL/qdscwgMVw==,,,game 3,ru,false,ru
CfgvA7ntuRJL/qdscwgMVw==,2022-12-01 00:00:00.000 +0200,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,CfgvA7ntuRJL/qdscwgMVw==,60.15,churned revenue,churned_users,,60.15,,,3.75,,game 3,ru,false,ru
cjAwQwy//1xm2O5pNRveqw==,2022-10-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,cjAwQwy//1xm2O5pNRveqw==,,74.28,new mrr,new_paid_users,74.28,,,,,,game 3,ru,false,ru
cjAwQwy//1xm2O5pNRveqw==,2022-11-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,84.24,exprension_mrr,,,,,,9.96,,game 3,ru,false,ru
cjAwQwy//1xm2O5pNRveqw==,2022-12-01 00:00:00.000 +0200,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,cjAwQwy//1xm2O5pNRveqw==,12.63,churned revenue,churned_users,,12.63,,,,-71.61,game 3,ru,false,ru
cOCixiBbcAHemYgbNdoTcw==,2022-07-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,cOCixiBbcAHemYgbNdoTcw==,cOCixiBbcAHemYgbNdoTcw==,68.04,new mrr,new_paid_users,68.04,68.04,,,,,game 3,uk,false,uk
cOCixiBbcAHemYgbNdoTcw==,2022-09-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,42.81,,back_from_churn_users,,,42.81,cOCixiBbcAHemYgbNdoTcw==,,,game 3,uk,false,uk
cOCixiBbcAHemYgbNdoTcw==,2022-10-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,66.09,exprension_mrr,,,,,,23.28,,game 3,uk,false,uk
cOCixiBbcAHemYgbNdoTcw==,2022-11-01 00:00:00.000 +0200,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,82.68,exprension_mrr,,,,,,16.59,,game 3,uk,false,uk
cOCixiBbcAHemYgbNdoTcw==,2022-12-01 00:00:00.000 +0200,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,cOCixiBbcAHemYgbNdoTcw==,15.39,churned revenue,churned_users,,15.39,,,,-67.29,game 3,uk,false,uk
cp2QvW7HEEyNYKZRQ+RvyA==,2022-12-01 00:00:00.000 +0200,2022-12-01 00:00:00.000 +0200,2022-12-01 00:00:00.000 +0200,cp2QvW7HEEyNYKZRQ+RvyA==,cp2QvW7HEEyNYKZRQ+RvyA==,38.10,new mrr,new_paid_users,38.10,38.10,,,,,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-05-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,crKNTIblJ0113SKEtSJQHw==,,93.99,new mrr,new_paid_users,93.99,,,,,,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-06-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,29.97,contraction_mr,,,,,,,-64.02,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-07-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,107.25,exprension_mrr,,,,,,77.28,,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-08-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,40.47,contraction_mr,,,,,,,-66.78,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-09-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,51.57,exprension_mrr,,,,,,11.10,,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-10-01 00:00:00.000 +0300,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,21.24,contraction_mr,,,,,,,-30.33,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-11-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,48.87,exprension_mrr,,,,,,27.63,,game 3,uk,false,uk
crKNTIblJ0113SKEtSJQHw==,2022-12-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,crKNTIblJ0113SKEtSJQHw==,30.00,churned revenue,churned_users,,30.00,,,,-18.87,game 3,uk,false,uk
cv6g2/jSkR+FwO58WY85DQ==,2022-08-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,cv6g2/jSkR+FwO58WY85DQ==,,55.47,new mrr,new_paid_users,55.47,,,,,,game 3,uk,false,uk
cv6g2/jSkR+FwO58WY85DQ==,2022-09-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,cv6g2/jSkR+FwO58WY85DQ==,30.72,churned revenue,churned_users,,30.72,,,,-24.75,game 3,uk,false,uk
cv6g2/jSkR+FwO58WY85DQ==,2022-11-01 00:00:00.000 +0200,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,,,23.28,,back_from_churn_users,,,23.28,cv6g2/jSkR+FwO58WY85DQ==,,,game 3,uk,false,uk
